username	time	date	city	tweet	flixbus	bahn	blablacar	country
metronom4me	15:59:01	18.11.2017		82819 Uelzen → Göttingen hat in Northeim(Han) (planmäßig 15:33) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
Alex_5625	15:59:10	18.11.2017		Weil's die Bahn mal wieder nicht hinbekommt verpass ich jetzt auch noch die erste Halbzeit von Reading gegen Wolverhampton.	0	1	0	Nürnberg
DigitalMaho63	15:59:52	18.11.2017	Hilvan	"RT @ANFPersian1: https://t.co/Q6GlEeztD7

بیانیه جمعی از خلق یارسان کرماشان: ""امیدواریم درخت دوستی و یگانگی پرثمرتر گردد"" https://t.co/RZIB…"	0	1	0	 Şanlıurfa
jobstairs_jobs	16:00:02	18.11.2017		#Job #Stellenangebot https://t.co/S88MxM98TK - Deutsche Bahn AG: Werkstudent technische IT (w/m)	0	1	0	
erixxinfo	16:00:02	18.11.2017		Zug 83723 von Buchholz(Nordheide) nach Hannover Hbf verkehrt heute mit 12 min Verspätung ab Lindwedel (planmäßige Abfahrt 15:43). Grund:	0	1	0	
metronom_RE2	16:00:02	18.11.2017		82819 Uelzen → Göttingen hat in Northeim(Han) (planmäßig 15:33) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE5	16:00:03	18.11.2017		81522 Cuxhaven → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:36) +21 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
mat_zilla	16:00:15	18.11.2017		"Bedenkt: Wenn ihr im Zug am Telefon private Dinge besprecht, hört der halbe Zug mit.
Ich weiß nun über Justin, Mart… https://t.co/TS26jm0FaK"	0	1	0	Dortmund
DigitalMaho63	16:01:20	18.11.2017	Hilvan	"RT @ANFPersian1: https://t.co/oily53nGqF

جمیل باییک خواستار بسیج عمومی برای کمک‌رسانی به زلزله‌زدگان شد https://t.co/dQERQhGTy2"	0	1	0	 Şanlıurfa
unoposto	16:01:48	18.11.2017		Voll besetzte Regionalbahn: Fünf Mädchen im Zug belästigt – und kein Fahrgast hilft https://t.co/qlePAC6kJc via @welt	0	1	0	
nordwestnews24	16:02:20	18.11.2017	Bremen	#erixxinfo: Zug 83473 von Hannover Hbf nach Bad Harzburg verkehrt heute mit 10 min Verspätung ab Salzgitter-Ringelh… https://t.co/uC5fJ7pbV0	0	1	0	 Deutschland
nordwestnews24	16:02:21	18.11.2017	Bremen	#erixxinfo: Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
cabi2107	16:02:21	18.11.2017		"RT @BahnAnsagen: ""Letzte Chance auf den besten Kaffee zwischen Dortmund und Osnabrück."" (@vicari) #Bahn #Ansage"	0	1	0	
nordwestnews24	16:02:21	18.11.2017	Bremen	#erixxinfo: Zug 83723 von Buchholz(Nordheide) nach Hannover Hbf verkehrt heute mit 12 min Verspätung ab Lindwedel (… https://t.co/R9of2CuHXg	0	1	0	 Deutschland
tyramizou	16:02:46	18.11.2017	Meteobusi	"Niveau-Limbo hausgemacht von AfD-Fanbois.

Rückgrat und Eier sind dort allerdings nicht zu finden.… https://t.co/Po0WGzoJpU"	0	1	0	 Deutschland
Marc9388	16:02:48	18.11.2017		"BR 101
https://t.co/yaXIuEvFpa
#lokführer #bahn #eisenbahn #trainspotter #trainspotting #fotographie #foto #photography #bilder"	0	1	0	Kornwestheim
caicien	16:02:49	18.11.2017		RT @unoposto: Voll besetzte Regionalbahn: Fünf Mädchen im Zug belästigt – und kein Fahrgast hilft https://t.co/qlePAC6kJc via @welt	0	1	0	
A_Googlehupf	16:02:55	18.11.2017		RT @schokozwergin: Neuer Twitterer, den ein großer Account retweetet, ihm aber alles zu schnell geht, er auf die schiefe Bahn gerät, T… 	0	1	0	Niederösterreich/Wien
metronom4me	16:03:01	18.11.2017		81522 Cuxhaven → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:43) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	16:03:02	18.11.2017		82819 Uelzen → Göttingen hat in Nörten-Hardenberg (planmäßig 15:38) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
NotYourDdy	16:04:11	18.11.2017		"wenn der Zug ausfällt, und du erstmal ne Stunde warten musst.
fml"	0	1	0	
PlayerMediaTV	16:04:25	18.11.2017	Berlin	Ihr möchtet uns gerne finanziell unterstützen? Gerne könnt ihr dies  unter https://t.co/xYggzxyJuF tun! Jeder Unter… https://t.co/6ij86qYqSM	0	1	0	 Deutschland
Axna7289	16:04:30	18.11.2017		Hier sind gerade mindestens 50 Panzer auf einem Zug vorbei gekommen #kampfansage #trumpincoming #3.weltkrieg	0	1	0	
larshintz	16:04:53	18.11.2017		"@breitnigge Das Herz gab es für ""Schabs"". 😅

(Kenne es aus der Bahn ""ey, schab Fotohandy"")"	0	1	0	Düsseldorf
SBahnStgt	16:05:02	18.11.2017		"Verspätungen #SBahnStgt um 16:05
S1 2 +1
S2 5 +5
S3 0
S4 0
S5 1
S6 0
S60 0
https://t.co/1nZV0VH0hg"	0	1	0	Stuttgart
metronom_RE2	16:05:03	18.11.2017		82819 Uelzen → Göttingen hat in Nörten-Hardenberg (planmäßig 15:38) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
eurobahn_info	16:05:17	18.11.2017		#RE13 #Hamm (14:25) Ri. #Venlo +10 ab #Dülken Grund: Vorausfahrender Zug	0	1	0	Düsseldorf
PostelGert	16:05:18	18.11.2017	Berlin	"Der Kontakt zum Volk ist nicht unwichtig. Man darf sich nicht zu schade sein, man muss sich bemühen.
Ich jedenfalls… https://t.co/Ng63GAxiiB"	0	1	0	 Deutschland
eurobahn_info	16:05:41	18.11.2017		Korrektur: #RE13 #Hamm (13:25) Ri. #Venlo +10 ab #Dülken Grund: Vorausfahrender Zug	0	1	0	Düsseldorf
metronom4me	16:06:02	18.11.2017		82819 Uelzen → Göttingen hat in Nörten-Hardenberg (planmäßig 15:39) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
nordwestnews24	16:06:08	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Northeim(Han) (planmäßig 15:32) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	16:06:08	18.11.2017	Bremen	#metronom: 81522 Cuxhaven → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:36) +21 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	16:06:09	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Northeim(Han) (planmäßig 15:33) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	16:06:10	18.11.2017	Bremen	#metronom: 81522 Cuxhaven → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:43) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	16:06:10	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Nörten-Hardenberg (planmäßig 15:38) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	16:06:11	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Nörten-Hardenberg (planmäßig 15:39) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
reportnet24	16:06:15	18.11.2017		Berlin, Mann von U-Bahn erfasst, Fußgänger auf A100 von PKW getötet... https://t.co/98kBDXT6Fx	0	1	0	Nauen
savesoelse	16:06:35	18.11.2017		RT @HolgerEwald1: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/amkODWk8ka	0	1	0	je suis Kolja   #FreeKolja
hobbyblogging	16:06:39	18.11.2017		"RT @Marc9388: BR 101
https://t.co/yaXIuEvFpa
#lokführer #bahn #eisenbahn #trainspotter #trainspotting #fotographie #foto #photography #bild…"	0	1	0	
patricks1987	16:07:50	18.11.2017	Düsseldorf	"RT @WesolowskiRafal: ""Kafka, Stream Processor and a DB … &amp;&amp; Starting your engineering company is easy"" @WebEngDUS https://t.co/T1leu48ea8"	0	1	0	 Deutschland
GeorgAlbrecht1	16:08:40	18.11.2017		RT @ginsig: ICE4 und ETR610 in #Basel - Ich freue mich auf den neuen deutschen Top-Zug, wenn er dereinst in der Schweiz fahren… 	1	1	0	Hamburg (zztl Potsdam/ Berlin)
serientante	16:08:43	18.11.2017	Hamburg	RT @Hamburg_Pride: Unser Motto für den Hamburg Pride 2018: „Freie Bahn für Genderwahn!“	0	1	0	 Deutschland
erixxinfo	16:09:04	18.11.2017		Zug 83722 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 26 min Verspätung ab Suerhop (planmäßige Abfahrt 15:40). Grund:	0	1	0	
berlin_ny	16:09:22	18.11.2017	Berlin	RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	 Deutschland
cruzha2014	16:10:21	18.11.2017		RT @DetaBMG: Der Zug hat in WOB gehalten, obwohl das laut ausgedrucktem und ausgelegtem Reiseplan nicht vorgesehen ist. Muss ich jetzt nich…	0	1	0	Niederrhein
bayer04fussball	16:10:34	18.11.2017		"38.

Beste Chance der #Werkself: Ganz ganz starkes Zuspiel #Wendell auf Julian #Brandt - der hat fast freie Bahn, m… https://t.co/8Ph9hNxITa"	0	1	0	Leverkusen
ChrisBrey1	16:10:44	18.11.2017		"RT @bayer04fussball: 38.

Beste Chance der #Werkself: Ganz ganz starkes Zuspiel #Wendell auf Julian #Brandt - der hat fast freie Bahn, m… "	0	1	0	München
BerndFim	16:11:28	18.11.2017		@okyeh @Wittmund @hofstatt Leider wurde die #Flixbus Linie nach Esens Ostfriesland eingestellt @FlixBus_DE wird die… https://t.co/GWxeHIZvQI	1	0	0	
Wirsing_Crew	16:11:45	18.11.2017		RT @westhilfersking: Der Neonazi (links im Bild) wollte diesen Flüchtling (rechts im Bild) in der U-Bahn zusammenschlagen, doch dann hab… 	0	1	0	
wtarikurd	16:12:00	18.11.2017	Aargau	کاوسین بابەکر: تەپەی پێی خێوی کۆنگرە دێت! https://t.co/BXGlxpnbDV	0	1	0	 Schweiz
nasanasal	16:12:14	18.11.2017		RT @BernardoPT: @Lexie_M_ @Hadi_Riedel @nasanasal @welt Sie wird aber nicht freiwillig gehen. Sie kennt nur noch einen Maßstab: Sic… 	0	1	0	Deutschland
Irigyt	16:12:34	18.11.2017		RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	Überall
nordwestnews24	16:12:49	18.11.2017	Bremen	#erixxinfo: Zug 83722 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 26 min Verspätung ab Suerhop (pl… https://t.co/TCY1Oi73Wq	0	1	0	 Deutschland
KSF1853	16:12:53	18.11.2017		RT @SchachBL: Sehr hübsches, humorvolles Problem des ukrainischen Studienkomponisten M. Zinar. Weiß am Zug gewinnt. https://t.co/4qnwtS0L2a	0	1	0	Karlsruhe
uestra	16:13:47	18.11.2017		@schakalhannover Danke für die Info. Bahn wird überprüft. MfG^bp	0	1	0	Hannover
Regio_NRW	16:14:01	18.11.2017		#S1 Teilausfall ab #Düsseldorf Hbf (17:25) bis #Solingen (17:47) und Solingen (18:13) nach Düsseldorf (18:37).Störung am Zug	0	1	0	Düsseldorf
bahnbilder	16:14:19	18.11.2017		DB Cargo mit der MRCE Doppeltraktion 193 609-5 + 193 864-0 und Erzzug Richtu #karow900de https://t.co/QNHrtKB523 https://t.co/zVARSW1TZV	0	1	0	Berlin
marczo85	16:14:48	18.11.2017	Wegberg	@petshopboss @AuswaertigesAmt Im Video steht doch, dass sie im umweltfreundlichen Zug reisen. Aber kurz einen Daiml… https://t.co/9S9DrDasXS	0	1	0	 Deutschland
EditionFJobs	16:15:01	18.11.2017	Berlin	Du willst nach ganz oben? Hier kannst du dich beweisen: Die Deutsch Bahn sucht dich für ihr Management-Programm im… https://t.co/rvW98NLi7G	0	1	0	 Deutschland
albertvigoleis	16:15:30	18.11.2017		"Du bist in Berlin, wenn

die U-Bahn über der S-Bahn fährt."	0	1	0	Dresden
ep_switzerland	16:15:58	18.11.2017		RT @SwissHockeyNews: NATIONAL LEAGUE: Off to Zug? Defenseman Miro Zryd will leave the SCL Tigers #EVZ #SCLTigers https://t.co/XbsWh65aup	0	1	0	Switzerland
gehtsonich	16:16:06	18.11.2017		@AskPayPal Bin zermürbt! Bahn-ticket gebucht, mit paypal zahlen: log in geht nicht. Browser gewechselt, alles von v… https://t.co/bawGPKu6ak	0	1	0	Deutschland
DB_Bahn	16:16:38	18.11.2017		@rwbluj Schauen Sie bitte einmal hier: https://t.co/obSM78yvyg Möglicherweise finden Sie dort Infos zu Ihrer Frage. /gu	0	1	0	Frankfurt
Regio_Mitte	16:16:42	18.11.2017		Leider aktuell noch kein #BNV🚍verfügbar. Reisende zwischen #Frankfurt und #Darmstadt nutzen bitte sie S-Bahn-Linien #S3 und #S4	0	1	0	Ludwigshafen am Rhein
NathsWelt	16:16:52	18.11.2017		Bei Gefühlt -400 grad auf den Zug warten der 20 Minuten verspätung hat.     I be like: https://t.co/XNixqqoIy5	0	1	0	
Wittmund	16:17:03	18.11.2017		RT @BerndFim: @okyeh @Wittmund @hofstatt Leider wurde die #Flixbus Linie nach Esens Ostfriesland eingestellt @FlixBus_DE wird die… 	1	0	0	Online Feed
RickyRU_	16:17:27	18.11.2017		"14 jähriges Paar sitzt mir gegenüber in der bahn und schlabbert sich ab undso voll verliebt Soll ich ihn warnen
sie wird ihn eh betrügen"	0	1	0	
wildhairsblog	16:17:47	18.11.2017	Ludwigshafen	Ich glaube erst wieder daran, dass es mit Deutschland voran geht, wenn es die Deutsche Bahn schafft, verständliche… https://t.co/W3xF1KlKey	0	1	0	 Germany
metronom4me	16:18:02	18.11.2017		82820 Göttingen → Uelzen hat in Celle (planmäßig 16:06) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
SirJavik	16:18:51	18.11.2017		"Erstmal den Mathetest bei der DB verhauen: Check

Aber mal im Ernst, was zur Hölle war das gerade? :'D"	0	1	0	USS Alameda
metronom4me	16:19:01	18.11.2017		81626 Lüneburg → Hamburg Hbf hat in Hamburg Hbf (planmäßig 16:08) +0 min. Grund: Zugfolge (betroffener Zug war plan).	0	1	0	Uelzen, Niedersachsen, Germany
BarnabysFinest	16:19:05	18.11.2017		In Colorado wurde ein blinder Mann fast von einem Zug erfasst. Nur durch das Einschreiten eines Passanten konnte se… https://t.co/27FkASG4ft	0	1	0	Germany
willichnich	16:19:09	18.11.2017		"Ach @tagesspiegel 
Lasst es doch mit den Symbolbildern. 
- U55 ist nicht U5
- der Unfall war nicht einmal in der Nä… https://t.co/XOqj1h3C7j"	0	1	0	stuttgart
blossaufdistanz	16:19:48	18.11.2017		@distanceiscrap 23:06 fährt mein zug heim	0	1	0	😡
metronom_RE2	16:20:03	18.11.2017		82820 Göttingen → Uelzen hat in Celle (planmäßig 16:06) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	16:20:03	18.11.2017		81626 Lüneburg → Hamburg Hbf hat in Hamburg Hbf (planmäßig 16:08) +0 min. Grund: Zugfolge (betroffener Zug war plan).	0	1	0	
PippaMarmitta	16:20:32	18.11.2017		Wtf!? Sein ernst, der Tweet?! https://t.co/F7DZsE2et2	0	1	0	Im Staatsexamen🎓
Kai_Obi	16:21:18	18.11.2017		"@der_kappes Ich brauch keinen ""Reiz"" beim Fahren, ich will von A nach B kommen. Das Auto ist derzeit der günstigste… https://t.co/FBAW6WM58G"	1	1	0	Lübeck
Kevin_NYC1909	16:21:26	18.11.2017		Wie ich Verspätungen der Bahn hasse, grade wenn man ein Date hat 😠	0	1	0	Da wo ich Wohne
iFischchronik	16:21:30	18.11.2017		"RT @Marc9388: BR 101
https://t.co/yaXIuEvFpa
#lokführer #bahn #eisenbahn #trainspotter #trainspotting #fotographie #foto #photography #bild…"	0	1	0	Köln
slothi11	16:21:31	18.11.2017	Slothville	OB DIE LEUTE AUS DER U-BAHN MAL EBEN BITTE ALLE AUSSTEIGEN KÖNNEN, HABE ICH GEFRAGT!?	0	1	0	 Couchonien
einsmitdemall	16:21:45	18.11.2017		Hier in der Bahn sitzt mir einer gegenüber, der immer meine Instagram-Fotos liket. Er telefoniert und mir ist es maximal unangenehm.	0	1	0	Berlin
henriette_z	16:21:46	18.11.2017	Dresden	"RT @herzensmadame: Ein ICE - 7 Klimazonen. 

Präsentiert von der Deutschen Bahn."	0	1	0	 Sachsen
PavaPen	16:21:55	18.11.2017		Lak wer erkennt dich denn auf der Straße https://t.co/j2iTKEl4Pl	0	1	0	
PippaMarmitta	16:22:21	18.11.2017		@PostelGert @BVG_Kampagne Tja, leider gehört die S-Bahn nicht zur @BVG_Kampagne , sondern ist ein Tochterunternehme… https://t.co/aucUEuxFU0	0	1	0	Im Staatsexamen🎓
leitmarvin	16:23:01	18.11.2017		66 Jahre alter U-Bahn-Plan aus Versehen auf ‘ne Limo in Kita kommen	0	1	0	The Universe
viasgmbh	16:23:14	18.11.2017		"RB66 25214 von DA Hbf (ab 16:40) n. Pfungstadt (an 16:52)
 ab Darmstadt Hbf Zug fällt aus
 Grund: Streckensperrung"	0	1	0	Frankfurt, Hessen, Germany
ennonahverkehr	16:24:02	18.11.2017		83523 Hannover Hbf → Wolfsburg hat in Dedenhausen (planmäßig 16:11) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
erixxinfo	16:24:03	18.11.2017		Zug 83724 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 22 min Verspätung ab Soltau(Han) (planmäßige Abfahrt 16:01).	0	1	0	
anjalorenz	16:24:09	18.11.2017		Ich mag Fahren, auch selber. Aber bei den möglichen Unfallreduktionen durch #selfdrivingcar mach ich was anderes, d… https://t.co/KFh0taorit	1	1	0	Lübeck
PastorStanic	16:24:25	18.11.2017	Deutschland	RT @Kachelmannwettr: Über das #wetter am Wochenende und die Übernahme des Landes durch Aliens https://t.co/iocBsxaVBf via @SPIEGELDAILY (fü…	0	1	0	 Baden-Baden
GriffinthePeter	16:24:28	18.11.2017		"RT @PostelGert: Der Kontakt zum Volk ist nicht unwichtig. Man darf sich nicht zu schade sein, man muss sich bemühen.
Ich jedenfalls… "	0	1	0	
ChSchweppe	16:24:28	18.11.2017		Die U-Bahn in New York ist eine Katastrophe. Und die @nytimes  hat hier recherchiert, woran das liegt, warum das Ge… https://t.co/qXDcw9OJdx	0	1	0	Threema 3CNVPKHM
mrs_prongs	16:24:32	18.11.2017	Hannover	Ich finde die Idee eines Ruhewagens im Zug nach wie vor klasse. Noch besser wäre es allerdings wenn sich auch alle dran halten würden. 😪	0	1	0	 Deutschland
tehabe	16:24:41	18.11.2017		Jetzt fahren schon 66-jährige U-Bahn-Pläne mit einer Limo statt der U-Bahn. Bin so enttäuscht … https://t.co/Tk9HQRn6rp	0	1	0	Hamburg
ennonahverkehr	16:25:02	18.11.2017		83523 Hannover Hbf → Wolfsburg hat in Dedenhausen (planmäßig 16:11) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
bahnbilder	16:25:19	18.11.2017		Dieses neue Bahnfahrzeug der DB Netz Instandhaltung habe ich 2016 erstmals b #karow900de https://t.co/EnP5R8fACt https://t.co/eEZY6XyFEs	0	1	0	Berlin
wtarikurd	16:25:29	18.11.2017	Aargau	https://t.co/vSBNdHyzec... https://t.co/YhBSZ7M93Y	0	1	0	 Schweiz
oboeteteiiyo	16:25:38	18.11.2017		Alemannia Aachen Fans auf meinem Bahnsteig und die Bahn nach Aachen hat 15 Minuten Verspätung 🌝🔫	0	1	0	Köln 💕
nordwestnews24	16:26:21	18.11.2017	Bremen	#metronom: 82820 Göttingen → Uelzen hat in Celle (planmäßig 16:06) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	16:26:22	18.11.2017	Bremen	#metronom: 81626 Lüneburg → Hamburg Hbf hat in Hamburg Hbf (planmäßig 16:08) +0 min. Grund: Zugfolge (betroffener Zug war plan).	0	1	0	 Deutschland
SinaTorshizi	16:26:23	18.11.2017	Hamburg	"@dw_persian خبرگزاریتون انقدری پاک هست، که تکذیبه‌ی مقامات مسئول رو هم نشر بده؟
یا بگیم شما یه کپی دست چندمی شدید ا… https://t.co/uySzgENMDl"	0	1	0	 Germany
erixxinfo	16:27:03	18.11.2017		Zug 83011 von Bremen Hbf nach Uelzen verkehrt heute mit 22 min Verspätung ab Soltau(Han) (planmäßige Abfahrt 16:05). Grund: Stoerungen	0	1	0	
JensAusHamburg	16:27:10	18.11.2017		"RT @Grolmori: Teenager im Zug belauscht:

„Arbeit ist voll krass. Da muss man ja 40 Stunden in der Woche hin.“

„Dafür hast du di… "	0	1	0	
nordwestnews24	16:27:11	18.11.2017	Bremen	#erixxinfo: Zug 83724 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 22 min Verspätung ab Soltau(Han)… https://t.co/0sXyVGaWKs	0	1	0	 Deutschland
nordwestnews24	16:27:12	18.11.2017	Bremen	#erixxinfo: Zug 83011 von Bremen Hbf nach Uelzen verkehrt heute mit 22 min Verspätung ab Soltau(Han) (planmäßige Ab… https://t.co/bJGHlgpMfV	0	1	0	 Deutschland
bahnbilder	16:27:16	18.11.2017		Dieses neue Bahnfahrzeug der DB Netz Instandhaltung habe ich 2016 erstmals b #karow900de https://t.co/tixCn04axl https://t.co/xMftu6Omne	0	1	0	Berlin
sosdoggen	16:27:18	18.11.2017		Köln ist mir sicherer. #db	0	1	0	D-41352 Korschenbroich
grashalm161	16:27:46	18.11.2017	Mainz	So sitze im Zug. Keine Nazis drinnen. War okay mit Blockadeversuchen aber nach 9 Jahren ist die Polizeitaktik dort… https://t.co/gKCIjSpq7x	0	1	0	 Deutschland
stoerticker	16:28:10	18.11.2017		[S-Bahn M]  3. Update S 7 #Wolfratshausen: Weiterhin #Ersatzverkehr mit #Bus und #Taxis   +++ https://t.co/JxmmJ8PfRz	0	1	0	http://app.stoerticker.de
SchinzonLP	16:29:25	18.11.2017		@Bruugar Die Bahn.........kommt zu spät!	0	1	0	
PippaMarmitta	16:29:40	18.11.2017		Wenn Postel mal wieder Scheisse labert... https://t.co/L6OYW4Gp7S	0	1	0	Im Staatsexamen🎓
brs_smpsn	16:29:39	18.11.2017		"Du hast dir den Fuß in der Bahn gebrochen??? :O
- Nicht GEbrochen, sondern ERbrochen!!! https://t.co/FoZmMyBClC"	0	1	0	Wo ist deerser Ort???🤔
RadioRF1	16:30:11	18.11.2017		#bahn #schienen #bahnschienen #klagenfurt https://t.co/43StQF2Eoe	0	1	0	Klagenfurt
DocMixfix	16:30:15	18.11.2017		RT @BernardoPT: @Lexie_M_ @Hadi_Riedel @nasanasal @welt Sie wird aber nicht freiwillig gehen. Sie kennt nur noch einen Maßstab: Sic… 	0	1	0	
Regio_NRW	16:30:38	18.11.2017		#RE11, Abfahrt #Düsseldorf Hbf 15:36, #Dortmund Hbf 16:39 &gt; #Hamm (Westf.) Hbf 17:02), Ausfall. Störung am Zug	0	1	0	Düsseldorf
SoapBubbleFluff	16:30:54	18.11.2017		Ich lege sehr viele Zugänge auf unterschiedlichen Ebenen in meinen Aussagen an. Und doch geht mir kaum jemand zu.	0	1	0	Berlin / Brandenburg
frankensteinli	16:31:33	18.11.2017		Trinationaler Zug fährt erstmals in Luzern ein https://t.co/Avf1wcDfmI via @YouTube	0	1	0	Switzerland & (free) Catalonia
COOL_CITIES	16:31:58	18.11.2017		At DB Living, just about everyone is likely to find something for their own home. Spread over… https://t.co/LZrsrxhwZq	0	1	0	Worldwide
BeaRheinberg	16:32:53	18.11.2017		"Hamburg: 16-Jähriger liegt mit Verletzungen auf Dach einer U-Bahn

In Hamburg wurde am gestrigen Freitag ein... https://t.co/4JT2DTWgi3"	0	1	0	
ennonahverkehr	16:33:02	18.11.2017		83523 Hannover Hbf → Wolfsburg hat in Meinersen (planmäßig 16:15) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
Mulinarius	16:33:16	18.11.2017	Berlin	"Rotlichtviertel...
#longexposure #lighttrails #potsdamerplatz #berlin #lightbeamz #weilwirdichlieben #sbahn #db… https://t.co/wLSNIyQXzI"	0	1	0	 Deutschland
brs_smpsn	16:33:30	18.11.2017		"Du hast dir dein Bein in der Bahn gebrochen???
- Nicht GEbrochen, sondern beinnahe ERbrochen!!! https://t.co/LinysGudzv"	0	1	0	Wo ist deerser Ort???🤔
alexanderebhart	16:33:42	18.11.2017	Stuttgart	Because the @StuttgarteSport website will migrate to another webserver soon, I decided to not use a db for the news… https://t.co/QBUQnjZx17	0	1	0	 Deutschland
Earthfriend21	16:33:48	18.11.2017		RT @KeineAFD2017: Ich war erst vor 2 Tagen abends da! War alles ok! Habe sogar mit 2 Flüchtlingen Café getrunken! Das einzige was mir… 	0	1	0	Im wilden Süden ;-) !
DE_escalate	16:34:03	18.11.2017		Die neuen Tageskarten der Schweizer Bahn: 70 Franken für 29 Stunden Gültigkeit sind schon in Ordnung. Man wird mich… https://t.co/XyAqoAoMRC	0	1	0	Piraten Bayern / Oberpfalz
NahverkehrHH	16:34:57	18.11.2017		Läuft gerade bei der Bahn im Raum #Hamburg https://t.co/3wYzzwuoUa	0	1	0	Hamburg
boehkur5	16:35:27	18.11.2017		WAS WÄRE DEUTSCHLAND OHNE SEIN FUSSBALL;))  Elfmeter SAUBERE BAHN;)))🤡 https://t.co/khioa1qyTZ	0	1	0	Deutschland
Svenja_roth565	16:35:28	18.11.2017		Wenn man zug fährt und dich alle komisch ansehen weil du liest	0	1	0	Schweiz
oboeteteiiyo	16:35:30	18.11.2017		es gibt doch einen Gott; die Bahn kam schon nach 5 Minuten Verspätung! 😊	0	1	0	Köln 💕
FredoLoers	16:35:31	18.11.2017	Niedersachsen	"RT @annikazion: Wie blöd kann man eigentlich sein und seine @DB_Info Tickets verdreht buchen 😩😩
Annika, 19, bucht um von HH nach Be… "	0	1	0	 Deutschland
boehkur5	16:35:57	18.11.2017		RT @boehkur5: WAS WÄRE DEUTSCHLAND OHNE SEIN FUSSBALL;))  Elfmeter SAUBERE BAHN;)))🤡 https://t.co/khioa1qyTZ	0	1	0	Deutschland
erixxinfo	16:36:04	18.11.2017		Zug 83012 verkehrt heute ab Uelzen voraussichtlich mit 13 Min. Verspätung. Grund: Fahrzeugstörung	0	1	0	
Dennyo218	16:36:27	18.11.2017	Frankfurt am Main	@DodoMedia Garantiert! Was steht da? Ach ja.....aber moment, bin ich am richtigen Glei? Wo ist mein Zug? Und überha… https://t.co/bPn8yMEYwK	0	1	0	 Deutschland
HanZ_AciD	16:36:40	18.11.2017	Hessen	Im Zug auf dem Weg nach Mannheim zu Suicide Commando. https://t.co/yJHDySsiXg	0	1	0	 Deutschland
bahnnewsCH	16:36:46	18.11.2017		Umbau Bahnhof Ramsei: Bus statt Bahn https://t.co/3VwLbdA521 https://t.co/ngYC3WEYJ0	0	1	0	Schweiz
riots_and_cats	16:37:03	18.11.2017		RT @NahverkehrHH: Läuft gerade bei der Bahn im Raum #Hamburg https://t.co/3wYzzwuoUa	0	1	0	Ⓐ
nasanasal	16:37:09	18.11.2017		RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	Deutschland
